1
80
 200.10005    5.45294    0.50000
 210.10505    5.44643    0.50000
 220.11006    4.39628    0.50000
 230.11506    5.09353    0.50000
 240.12006    5.76810    0.50000
 250.12506    7.22933    0.50000
 260.13007    7.44330    0.50000
 270.13507    8.05304    0.50000
 280.14007    8.68986    0.50000
 290.14507    9.51001    0.50000
 300.15008   10.39806    0.50000
 310.15508   11.05437    0.50000
 320.16008    9.72431    0.50000
 330.16508   10.46784    0.50000
 340.17009    9.70289    0.50000
 350.17509   11.49448    0.50000
 360.18009    9.76740    0.50000
 370.18509   11.91487    0.50000
 380.19010   12.34784    0.50000
 390.19510   12.80323    0.50000
 400.20010   12.56192    0.50000
 410.20510   11.63357    0.50000
 420.21011   11.05147    0.50000
 430.21511    9.58296    0.50000
 440.22011   10.30975    0.50000
 450.22511   11.82269    0.50000
 460.23012   11.45187    0.50000
 470.23512   10.86896    0.50000
 480.24012   10.75566    0.50000
 490.24512   10.59069    0.50000
 500.25013   10.99186    0.50000
 510.25513   10.81880    0.50000
 520.26013   11.03763    0.50000
 530.26513   10.51456    0.50000
 540.27014   10.02569    0.50000
 550.27514   12.07496    0.50000
 560.28014   11.90658    0.50000
 570.28514    9.61445    0.50000
 580.29015   10.49223    0.50000
 590.29515   11.78950    0.50000
 600.30015    9.28686    0.50000
 610.30515    8.41409    0.50000
 620.31016    8.82034    0.50000
 630.31516    9.82483    0.50000
 640.32016    8.48025    0.50000
 650.32516    7.85557    0.50000
 660.33017    6.88210    0.50000
 670.33517    8.11315    0.50000
 680.34017    8.84736    0.50000
 690.34517    8.32668    0.50000
 700.35018    8.79256    0.50000
 710.35518   10.18472    0.50000
 720.36018   10.34665    0.50000
 730.36518   11.53775    0.50000
 740.37019   12.89527    0.50000
 750.37519   11.76523    0.50000
 760.38019   11.23984    0.50000
 770.38519    9.88806    0.50000
 780.39020    9.70795    0.50000
 790.39520    8.83063    0.50000
 800.40020    8.70831    0.50000
 810.40520    9.77353    0.50000
 820.41021   10.75293    0.50000
 830.41521   10.02195    0.50000
 840.42021   10.19175    0.50000
 850.42521    9.27636    0.50000
 860.43022   11.50823    0.50000
 870.43522   10.68794    0.50000
 880.44022   11.11556    0.50000
 890.44522   10.29280    0.50000
 900.45023   10.71216    0.50000
 910.45523   11.31552    0.50000
 920.46023   10.26024    0.50000
 930.46523    9.57383    0.50000
 940.47024   10.84371    0.50000
 950.47524   10.11256    0.50000
 960.48024   10.28665    0.50000
 970.48524   10.84311    0.50000
 980.49025   10.08792    0.50000
 990.49525   11.75685    0.50000
