0.000000000000000000e+00 1.074120838494266650e+01 0.000000000000000000e+00
1.000000000000000021e-02 1.074017794193951936e+01 0.000000000000000000e+00
2.000000000000000042e-02 1.073846353128341846e+01 0.000000000000000000e+00
2.999999999999999889e-02 1.073652255669771804e+01 0.000000000000000000e+00
4.000000000000000083e-02 1.073456994031361589e+01 0.000000000000000000e+00
5.000000000000000278e-02 1.073278500981053440e+01 0.000000000000000000e+00
5.999999999999999778e-02 1.073136152976256774e+01 0.000000000000000000e+00
7.000000000000000666e-02 1.073055568149311156e+01 0.000000000000000000e+00
8.000000000000000167e-02 1.072625552105711044e+01 0.000000000000000000e+00
8.999999999999999667e-02 1.072448653637400895e+01 0.000000000000000000e+00
1.000000000000000056e-01 1.073017173078581088e+01 0.000000000000000000e+00
1.100000000000000006e-01 1.073830039108086787e+01 0.000000000000000000e+00
1.199999999999999956e-01 1.074757168486581271e+01 0.000000000000000000e+00
1.300000000000000044e-01 1.075743420814087159e+01 0.000000000000000000e+00
1.400000000000000133e-01 1.077451301419960039e+01 0.000000000000000000e+00
1.499999999999999944e-01 1.079079896008841466e+01 0.000000000000000000e+00
1.600000000000000033e-01 1.080520307112190537e+01 0.000000000000000000e+00
1.700000000000000122e-01 1.081369282942623222e+01 0.000000000000000000e+00
1.799999999999999933e-01 1.082014308680050618e+01 0.000000000000000000e+00
1.900000000000000022e-01 1.082547086114934132e+01 0.000000000000000000e+00
2.000000000000000111e-01 1.082997700968307520e+01 0.000000000000000000e+00
2.099999999999999922e-01 1.083382358372883303e+01 0.000000000000000000e+00
2.200000000000000011e-01 1.083711378713334206e+01 0.000000000000000000e+00
2.300000000000000100e-01 1.083992045504123070e+01 0.000000000000000000e+00
2.399999999999999911e-01 1.083828998379431319e+01 0.000000000000000000e+00
2.500000000000000000e-01 1.083653446786108177e+01 0.000000000000000000e+00
2.600000000000000089e-01 1.083846295269702154e+01 0.000000000000000000e+00
2.700000000000000178e-01 1.084057765083435854e+01 0.000000000000000000e+00
2.800000000000000266e-01 1.084292594029530932e+01 0.000000000000000000e+00
2.899999999999999800e-01 1.084556774560706671e+01 0.000000000000000000e+00
2.999999999999999889e-01 1.084859076071257178e+01 0.000000000000000000e+00
3.099999999999999978e-01 1.085215257831270996e+01 0.000000000000000000e+00
3.200000000000000067e-01 1.085673288536003156e+01 0.000000000000000000e+00
3.300000000000000155e-01 1.086437261785913755e+01 0.000000000000000000e+00
3.400000000000000244e-01 1.087291464413880071e+01 0.000000000000000000e+00
3.500000000000000333e-01 1.087030642711336270e+01 0.000000000000000000e+00
3.599999999999999867e-01 1.086699028927837674e+01 0.000000000000000000e+00
3.699999999999999956e-01 1.086260170806062142e+01 0.000000000000000000e+00
3.800000000000000044e-01 1.085629546530449652e+01 0.000000000000000000e+00
3.900000000000000133e-01 1.084479790518781428e+01 0.000000000000000000e+00
4.000000000000000222e-01 1.083161765921003372e+01 0.000000000000000000e+00
4.100000000000000311e-01 1.081727625479298105e+01 0.000000000000000000e+00
4.199999999999999845e-01 1.081117360882149470e+01 0.000000000000000000e+00
4.299999999999999933e-01 1.080492422489050774e+01 0.000000000000000000e+00
4.400000000000000022e-01 1.079866616696033077e+01 0.000000000000000000e+00
4.500000000000000111e-01 1.079252717714522092e+01 0.000000000000000000e+00
4.600000000000000200e-01 1.078664911217088296e+01 0.000000000000000000e+00
4.700000000000000289e-01 1.078123167876522714e+01 0.000000000000000000e+00
4.799999999999999822e-01 1.077676020365384701e+01 0.000000000000000000e+00
4.899999999999999911e-01 1.077510554056702219e+01 0.000000000000000000e+00
5.000000000000000000e-01 1.077444105792425866e+01 0.000000000000000000e+00
5.100000000000000089e-01 1.077432792502666992e+01 0.000000000000000000e+00
5.200000000000000178e-01 1.077461791233467636e+01 0.000000000000000000e+00
5.300000000000000266e-01 1.077522938870042246e+01 0.000000000000000000e+00
5.400000000000000355e-01 1.077610959594538720e+01 0.000000000000000000e+00
5.500000000000000444e-01 1.077722118403278095e+01 0.000000000000000000e+00
5.600000000000000533e-01 1.078030250966517656e+01 0.000000000000000000e+00
5.700000000000000622e-01 1.078345169137053716e+01 0.000000000000000000e+00
5.799999999999999600e-01 1.078182601223631565e+01 0.000000000000000000e+00
5.899999999999999689e-01 1.077994952767290116e+01 0.000000000000000000e+00
5.999999999999999778e-01 1.077781032579159159e+01 0.000000000000000000e+00
6.099999999999999867e-01 1.077539664305185951e+01 0.000000000000000000e+00
6.199999999999999956e-01 1.077269557350787466e+01 0.000000000000000000e+00
6.300000000000000044e-01 1.076969025709729699e+01 0.000000000000000000e+00
